product_id,name,net_qty,offer_price,discount,mrp,category,image_urls,product_highlights,product_information,search_phrase
553,Popular Essentials Phool Makhana (Jumbo Size),100 g,₹295,,,Cooking Essentials,"['https://cdn.zeptonow.com/production/ik-seo/tr:w-1021,ar-1021-1021,pr-true,f-auto,q-80/cms/product_variant/64b4c359-8c7b-4dac-b03d-7a389628fbea/Popular-Essentials-Phool-Makhana-Jumbo-Size-.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1280,ar-2407-3413,pr-true,f-auto,q-80/cms/product_variant/20587c57-7db3-4cf9-9790-8ed71236cf67/Popular-Essentials-Phool-Makhana-Jumbo-Size-.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1280,ar-4167-4168,pr-true,f-auto,q-80/cms/product_variant/6a33053c-fb61-4f53-93e0-8e25588ed259/Popular-Essentials-Phool-Makhana-Jumbo-Size-.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1280,ar-4167-4168,pr-true,f-auto,q-80/cms/product_variant/92323781-657a-4e52-8af3-59596beecd5f/Popular-Essentials-Phool-Makhana-Jumbo-Size-.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1280,ar-4167-4167,pr-true,f-auto,q-80/cms/product_variant/42a53207-dfa3-4248-acbd-2ec4e0993ceb/Popular-Essentials-Phool-Makhana-Jumbo-Size-.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1210,ar-1210-700,pr-true,f-auto,q-80/inventory/IMAGE/c55e1c9f-8d21-4153-bf29-46892d57c616-Screenshot_2022-08-26_at_15.35.02/Popular-Essentials-Phool-Makhana-Jumbo-Size-.png']","{'Allergen Information': 'May contain: Dairy, Dry Fruits, Nuts, and Soy', 'Brand': 'POPULAR ESSENTIALS', 'Dietary Preference': 'Veg', 'Flavour': 'Phool Makhana', 'Ingredients': 'Roasted Makhana (fox Nut) (58%), Edible Vegetable Oil (refined Rice Bran Oil), Sugar, Maltodextrin, Iodised Salt -Spices and Condiments, Milk Solids, Flavour (natural and Nature Identical Flavouring Substance), Flavour Enhancer (ins 627, Ins 631), Cheese Powder (0.05%)', 'Key Features': 'Source of protein, roasted not fried, every bite crunchy, perfect combination of health and taste', 'Material Type Free': 'MSG-free, Palm Oil-free, and Trans Fat-free', 'Nutrition Information': 'Energy (kcal) 507, Protein (g) 7.1, Carbohydrate (g) 62.0, Total Sugar (g) 6.0, Added Sugar (g) 6.0, Dietary Fiber (g) 2.0, Total Fat (g) 26.0, Saturated Fat (g) 6.3, Trans Fat (g) 0.1, Cholesterol (mg) 1.0, Sodium (mg) 904.0', 'Packaging Type': 'Pouch', 'Product Type': 'Makhana', 'Storage Instruction': 'Store in a cool and dry place', 'Unit': '1 pack', 'Weight': '100 g'}","{'Disclaimer': 'All images are for representational purposes only. It is advised that you read the batch and manufacturing details, directions for use, allergen information, health and nutritional claims (wherever applicable), and other details mentioned on the label before consuming the product. For combo items, individual prices can be viewed on the page.', 'Customer Care Details': 'In case of any issue, contact us E-mail address: support@zeptonow.com', 'Seller Name': 'Geddit Convenience Private Limited', 'Seller Address': 'Geddit Convenience Private Limited, Unit 803, Lodha Supremus, Saki Vihar Road, Opp MTNL, Office, Powai, Mumbai, Maharashtra, India,400072 For Support ReachOut : support+geddit@zeptonow.com', 'Seller License No.': '11521998000248', 'Manufacturer Name': 'Popular Essentials Inc', 'Manufacturer Address': 'Popular Essentials Inc, No.60/1, 2nd Stage, Industrial Suburb, Yeshwanthpur, Bangalore-560022.', 'Country Of Origin': 'India', 'Shelf Life': '9 months'}",Zepto Popular Essentials Phool Makhana (Jumbo Size) 100g 150.0 rupees
554,Aashirvaad Multigrain Atta | 3 Rotis Fulfils 35% Daily Fibre,5 kg,₹361,6% Off,₹386,Cooking Essentials,"['https://cdn.zeptonow.com/production/ik-seo/tr:w-640,ar-436-437,pr-true,f-auto,q-80/cms/product_variant/e1812c8a-9ccc-4757-9c99-0cd25c686043/Aashirvaad-Multigrain-Atta-3-Rotis-Fulfils-35-Daily-Fibre.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1280,ar-2560-2560,pr-true,f-auto,q-80/cms/product_variant/52ebcd16-a6c6-4ec3-92b1-85e5e3e794cf/Aashirvaad-Multigrain-Atta-3-Rotis-Fulfils-35-Daily-Fibre.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1280,ar-2560-2560,pr-true,f-auto,q-80/cms/product_variant/9594e226-c9fd-4532-84eb-560590b7e63f/Aashirvaad-Multigrain-Atta-3-Rotis-Fulfils-35-Daily-Fibre.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1280,ar-2560-2560,pr-true,f-auto,q-80/cms/product_variant/4ee6dea4-48c8-489b-b1e1-26723e1214fb/Aashirvaad-Multigrain-Atta-3-Rotis-Fulfils-35-Daily-Fibre.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1280,ar-2560-2560,pr-true,f-auto,q-80/cms/product_variant/6e5a3590-775e-4877-8a66-67e044835443/Aashirvaad-Multigrain-Atta-3-Rotis-Fulfils-35-Daily-Fibre.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1280,ar-2560-2560,pr-true,f-auto,q-80/cms/product_variant/f2267a96-f3fa-40cc-a49e-4585eb870663/Aashirvaad-Multigrain-Atta-3-Rotis-Fulfils-35-Daily-Fibre.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1280,ar-2560-2560,pr-true,f-auto,q-80/cms/product_variant/bbd93b27-1841-4d0f-b7ff-f56b7fa46a43/Aashirvaad-Multigrain-Atta-3-Rotis-Fulfils-35-Daily-Fibre.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1280,ar-2560-2560,pr-true,f-auto,q-80/cms/product_variant/819fc70b-76c7-4e7d-a7f0-62631fddfd3a/Aashirvaad-Multigrain-Atta-3-Rotis-Fulfils-35-Daily-Fibre.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1280,ar-2560-2560,pr-true,f-auto,q-80/cms/product_variant/e12ef5e2-9b70-4e8d-b385-5bafe051ac7f/Aashirvaad-Multigrain-Atta-3-Rotis-Fulfils-35-Daily-Fibre.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1280,ar-2560-2560,pr-true,f-auto,q-80/cms/product_variant/f66b2f5d-622b-48c0-ab54-cf5d28ed2bac/Aashirvaad-Multigrain-Atta-3-Rotis-Fulfils-35-Daily-Fibre.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1210,ar-1210-700,pr-true,f-auto,q-80/inventory/IMAGE/c55e1c9f-8d21-4153-bf29-46892d57c616-Screenshot_2022-08-26_at_15.35.02/Aashirvaad-Multigrain-Atta-3-Rotis-Fulfils-35-Daily-Fibre.png']","{'Organic': 'No', 'Allergen Information': 'Contains: Oat', 'Brand': 'Aashirvaad', 'Dietary Preference': 'Veg', 'Ingredients': 'Wheat, Soya, Channa, Oats, Maize, and Psyllium Husk', 'Key Features': 'High in fibre for better digestion, aids in maintaining a healthy gut, made with six natural grains, soft and tasty chapatis', 'Material Type Free': 'Preservative-free', 'Model Name': 'FA2132', 'Nutrition Information': 'Energy (kcal) 336.0, Carbohydrate (g) 71.8, Total Sugars (g) 4.8, Added Sugars (g) 0.0, Dietary Fibre (g) 13.0, Total Fat (g) 1.9, Saturated Fat (g) 0.35, Trans Fatty Acid (g) 0.1, Sodium (mg) 4.6, Protein (g) 14.4, Iron (mg) 4.3, Vitamin B1 (mg) 0.38', 'Packaging Type': 'Pouch', 'Product Type': 'Multigrain Flour', 'Storage Instruction': 'Store in a cool, hygienic, and dry place. Avoid exposure to direct sunlight and keep in air tight container', 'Unit': '1', 'Used For': 'Chapati, Paranthas, and Pooris', 'Weight': '5 kg'}","{'Disclaimer': 'All images are for representational purposes only. It is advised that you read the batch and manufacturing details, directions for use, allergen information, health and nutritional claims (wherever applicable), and other details mentioned on the label before consuming the product. For combo items, individual prices can be viewed on the page.', 'Customer Care Details': 'In case of any issue, contact us E-mail address: support@zeptonow.com', 'Seller Name': 'Drogheria Sellers Private Limited', 'Seller Address': 'Brigade IRV, 9th & 10th Floors, Nallurhalli, White Field, Bangalore, Banglore, Karnataka, India, 560066 For Support ReachOut : support+drogheria@zeptonow.com', 'Seller License No.': '11522998001570', 'Manufacturer Name': 'ITC Limited', 'Manufacturer Address': 'ITC Limited, 37, J.L. Nehru Road, Kolkata- 700071', 'Country Of Origin': 'India', 'Shelf Life': '90 days'}",Zepto Aashirvaad Atta With Mutigrains 5000g 315.0 rupees
555,Tata Sampann High in Fibre Poha,500 g,₹55,9% Off,₹61,Cooking Essentials,"['https://cdn.zeptonow.com/production/ik-seo/tr:w-800,ar-800-800,pr-true,f-auto,q-80/cms/product_variant/f5006984-5e15-464a-ab3e-ef31cf9a15e5/Tata-Sampann-High-in-Fibre-Poha.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-800,ar-800-800,pr-true,f-auto,q-80/cms/product_variant/17ac9c39-a052-4649-9a44-11b2ae9103ca/Tata-Sampann-High-in-Fibre-Poha.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1200,ar-1200-1200,pr-true,f-auto,q-80/cms/product_variant/887fa92b-7481-43c4-8668-65f36f5f44e4/Tata-Sampann-High-in-Fibre-Poha.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1200,ar-1200-1200,pr-true,f-auto,q-80/cms/product_variant/3f5222da-0b4e-4c74-afef-480098ccc090/Tata-Sampann-High-in-Fibre-Poha.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1200,ar-1200-1200,pr-true,f-auto,q-80/cms/product_variant/d3bb3ff1-fdca-4f05-85df-8f61b38da1bd/Tata-Sampann-High-in-Fibre-Poha.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1210,ar-1210-700,pr-true,f-auto,q-80/inventory/IMAGE/c55e1c9f-8d21-4153-bf29-46892d57c616-Screenshot_2022-08-26_at_15.35.02/Tata-Sampann-High-in-Fibre-Poha.png']","{'Brand': 'Tata Sampann', 'Dietary Preference': 'Veg', 'Allergen Information': 'Contains: Hypoallergenic', 'Key Features': 'High in fibre for digestive health, source of protein for body building, made from best-sourced paddy, suitable for anytime enjoyment'}","{'Nutrition Information': 'Energy 361 kcal, protein 6.0 g, carbohydrate 81.4 g, total sugars 0.5 g, added sugars 0.0 g, dietary fibre 7.6 g, total fat 1.3 g, saturated fat 0.3 g, trans fat 0.0 g, sodium 5.1 mg, phosphorus 142 mg', 'Disclaimer': 'All images are for representational purposes only. It is advised that you read the batch and manufacturing details, directions for use, allergen information, health and nutritional claims (wherever applicable), and other details mentioned on the label before consuming the product. For combo items, individual prices can be viewed on the page.', 'Customer Care Details': 'In case of any issue, contact us E-mail address: support@zeptonow.com', 'Seller Name': 'Geddit Convenience Private Limited', 'Seller Address': 'Geddit Convenience Private Limited, Unit 803, Lodha Supremus, Saki Vihar Road, Opp MTNL, Office, Powai, Mumbai, Maharashtra, India,400072 For Support ReachOut : support+geddit@zeptonow.com', 'Seller License No.': '11521998000248', 'Manufacturer Name': 'Balaji Agro Products Pvt.Ltd', 'Country Of Origin': 'India', 'Shelf Life': '6 months'}",Zepto Tata Sampann Poha 500g 44.0 rupees
557,Popular Essentials Toor Dal | Un-Polished 500 g Combo,500 g X 2,₹234,2% Off,₹240,Cooking Essentials,"['https://cdn.zeptonow.com/production/ik-seo/tr:w-1280,ar-1500-1500,pr-true,f-auto,q-80/cms/product_variant/6572/Popular-Essentials-Toor-Dal-Un-Polished-500-g-Combo.jpg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1210,ar-1210-700,pr-true,f-auto,q-80/inventory/IMAGE/c55e1c9f-8d21-4153-bf29-46892d57c616-Screenshot_2022-08-26_at_15.35.02/Popular-Essentials-Toor-Dal-Un-Polished-500-g-Combo.png']","{'Brand': 'Popular Essentials', 'Weight': '500 g x 2'}","{'Disclaimer': 'All images are for representational purposes only. It is advised that you read the batch and manufacturing details, directions for use, allergen information, health and nutritional claims (wherever applicable), and other details mentioned on the label before consuming the product. For combo items, individual prices can be viewed on the page.', 'Customer Care Details': 'In case of any issue, contact us E-mail address: support@zeptonow.com', 'Seller Name': 'Drogheria Sellers Private Limited', 'Seller Address': 'Brigade IRV, 9th & 10th Floors, Nallurhalli, White Field, Bangalore, Banglore, Karnataka, India, 560066 For Support ReachOut : support+drogheria@zeptonow.com', 'Seller License No.': '11522998001570'}",Zepto Popular Essentials Toor Dal (Un-Polished) 500g 80.0 rupees
558,Everest Tikhalal Hot & Red Chilli Powder (Pouch),200 g,₹120,,,Cooking Essentials,"['https://cdn.zeptonow.com/production/ik-seo/tr:w-1021,ar-1021-1021,pr-true,f-auto,q-80/cms/product_variant/15cbbf00-c047-499f-b9a5-f081914e5058/Everest-Tikhalal-Hot-Red-Chilli-Powder-Pouch-.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-729,ar-729-729,pr-true,f-auto,q-80/inventory/product/dd95360c-744b-4e28-9333-05ede21ea1d7-1cm8KZG8I-kjzPvXMscBmFMvI93A2Sc9v/Everest-Tikhalal-Hot-Red-Chilli-Powder-Pouch-.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-876,ar-876-876,pr-true,f-auto,q-80/inventory/product/dd95360c-744b-4e28-9333-05ede21ea1d7-1cdZA3BaruL6158Uprp4830ZBi9RzqwQc/Everest-Tikhalal-Hot-Red-Chilli-Powder-Pouch-.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1210,ar-1210-700,pr-true,f-auto,q-80/inventory/IMAGE/c55e1c9f-8d21-4153-bf29-46892d57c616-Screenshot_2022-08-26_at_15.35.02/Everest-Tikhalal-Hot-Red-Chilli-Powder-Pouch-.png']","{'Organic': 'No', 'Brand': 'Everest', 'Dietary Preference': 'Veg', 'Ingredients': 'Chilli', 'Item Form': 'Powder', 'Key Features': 'Tikhalal Chilli Powder is used to give a spicy flavour and deep red color to Indian dishes. The chilli powder has a strong flavor and a strong aroma that can add spice to your dish instantly. Everest Kashmiri Lal is a must-try for people who enjoy spicy food', 'Material Type Free': 'Artificial Colour-free', 'Nutrition Information': 'Total Fat 1 G, Sodium 0 Mg, Total Carbohydrate 3 G, Dietary Fiber 2 G, Protein 1 G', 'Packaging Type': 'Pouch', 'Product Type': 'Chilly Powder', 'Storage Instruction': 'Store in a dry place below 30 degree Celsius', 'Weight': '200 g'}","{'Disclaimer': 'All images are for representational purposes only. It is advised that you read the batch and manufacturing details, directions for use, allergen information, health and nutritional claims (wherever applicable), and other details mentioned on the label before consuming the product. For combo items, individual prices can be viewed on the page.', 'Customer Care Details': 'In case of any issue, contact us E-mail address: support@zeptonow.com', 'Seller Name': 'Geddit Convenience Private Limited', 'Seller Address': 'Geddit Convenience Private Limited, Unit 803, Lodha Supremus, Saki Vihar Road, Opp MTNL, Office, Powai, Mumbai, Maharashtra, India,400072 For Support ReachOut : support+geddit@zeptonow.com', 'Seller License No.': '11521998000248', 'Manufacturer Name': 'Everest Food Products Pvt. Ltd', 'Manufacturer Address': 'Everest Food Products Pvt. Ltd, Krushal Towers, Commercial Soceity, 5Th Road, Brindavan Colony, Tilak Nagar, Chembur, Mumbai, Maharashtra 400089', 'Country Of Origin': 'India', 'Shelf Life': '12 months'}",Zepto Everest Tikhalal Hot & Red Chilly Powder 100g 47.0 rupees
559,Popular Essentials Chia Seeds,100 g,₹90,,,Cooking Essentials,"['https://cdn.zeptonow.com/production/ik-seo/tr:w-1000,ar-1000-1000,pr-true,f-auto,q-80/cms/product_variant/eb82d0cf-c0f0-4931-9118-099dda4d9501/Popular-Essentials-Chia-Seeds.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-640,ar-576-832,pr-true,f-auto,q-80/cms/product_variant/1eh9vOuYfGn20CAKKJH_dCcCnsdTCAoOW/Popular-Essentials-Chia-Seeds.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1210,ar-1210-700,pr-true,f-auto,q-80/inventory/IMAGE/c55e1c9f-8d21-4153-bf29-46892d57c616-Screenshot_2022-08-26_at_15.35.02/Popular-Essentials-Chia-Seeds.png']","{'Brand': 'Popular Essentials', 'Weight': '100 g'}","{'Disclaimer': 'All images are for representational purposes only. It is advised that you read the batch and manufacturing details, directions for use, allergen information, health and nutritional claims (wherever applicable), and other details mentioned on the label before consuming the product. For combo items, individual prices can be viewed on the page.', 'Customer Care Details': 'In case of any issue, contact us E-mail address: support@zeptonow.com', 'Seller Name': 'Commodum Groceries Private Limited', 'Seller Address': 'COMMODUM GROCERIES PRIVATE LIMITED, Regd. Office: 44, Saket Building, Mullick Bazaar, Park Street, Kolkata, West Bengal, India, 700016. For Support ReachOut : support+commodum@zeptonow.com', 'Seller License No.': '12822999000310', 'Manufacturer Name': 'Popular Essentials Inc', 'Manufacturer Address': 'Popular Essentials Inc, No.60/1, 2nd Stage, Industrial Suburb, Yeshwanthpur, Bangalore-560022.', 'Country Of Origin': 'India', 'Shelf Life': '120 days'}",Zepto Popular Essentials Chia Seeds 100g 50.0 rupees
560,Tata Sampann Unpolished Toor Dal-Arhar Dal 1 kg Combo,1 kg X 2,₹366,18% Off,₹448,Cooking Essentials,"['https://cdn.zeptonow.com/production/ik-seo/tr:w-1280,ar-1500-1500,pr-true,f-auto,q-80/cms/product_variant/1d588c96-5956-4989-a058-b705fe1b93bf/Tata-Sampann-Unpolished-Toor-Dal-Arhar-Dal-1-kg-Combo.jpg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1210,ar-1210-700,pr-true,f-auto,q-80/inventory/IMAGE/c55e1c9f-8d21-4153-bf29-46892d57c616-Screenshot_2022-08-26_at_15.35.02/Tata-Sampann-Unpolished-Toor-Dal-Arhar-Dal-1-kg-Combo.png']",{'Brand': 'Tata Sampann'},"{'Disclaimer': 'All images are for representational purposes only. It is advised that you read the batch and manufacturing details, directions for use, allergen information, health and nutritional claims (wherever applicable), and other details mentioned on the label before consuming the product. For combo items, individual prices can be viewed on the page.', 'Customer Care Details': 'In case of any issue, contact us E-mail address: support@zeptonow.com', 'Seller Name': 'Commodum Groceries Private Limited', 'Seller Address': 'COMMODUM GROCERIES PRIVATE LIMITED, Regd. Office: 44, Saket Building, Mullick Bazaar, Park Street, Kolkata, West Bengal, India, 700016. For Support ReachOut : support+commodum@zeptonow.com', 'Seller License No.': '12822999000310'}",Zepto Tata Sampann Unpolished Toor Dal/Arhar Dal 1000g 179.0 rupees
561,Everest Coriander Powder Pouch,200 g,₹84,,,Cooking Essentials,"['https://cdn.zeptonow.com/production/ik-seo/tr:w-901,ar-901-900,pr-true,f-auto,q-80/inventory/product/ccadcbca-ccc1-4719-a2fc-824be00ffd0f-88884ca6-2078-4ea5-8c7e-f459c6b28624/Everest-Coriander-Powder-Pouch.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-900,ar-900-900,pr-true,f-auto,q-80/inventory/product/35f3847c-be79-4b51-80ec-996eb9e48ffd-1U2LgrI4HGN9TriFK-yKUC0e8UzZVs93j/Everest-Coriander-Powder-Pouch.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-640,ar-600-600,pr-true,f-auto,q-80/inventory/product/35f3847c-be79-4b51-80ec-996eb9e48ffd-1U1jfEu_tMgEJdjMxGbokZkA_MchWSfrN/Everest-Coriander-Powder-Pouch.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1210,ar-1210-700,pr-true,f-auto,q-80/inventory/IMAGE/c55e1c9f-8d21-4153-bf29-46892d57c616-Screenshot_2022-08-26_at_15.35.02/Everest-Coriander-Powder-Pouch.png']","{'Brand': 'Everest', 'Weight': '200 g'}","{'Disclaimer': 'All images are for representational purposes only. It is advised that you read the batch and manufacturing details, directions for use, allergen information, health and nutritional claims (wherever applicable), and other details mentioned on the label before consuming the product. For combo items, individual prices can be viewed on the page.', 'Customer Care Details': 'In case of any issue, contact us E-mail address: support@zeptonow.com', 'Seller Name': 'Geddit Convenience Private Limited', 'Seller Address': 'Geddit Convenience Private Limited, Unit 803, Lodha Supremus, Saki Vihar Road, Opp MTNL, Office, Powai, Mumbai, Maharashtra, India,400072 For Support ReachOut : support+geddit@zeptonow.com', 'Seller License No.': '11521998000248', 'Manufacturer Name': 'Everest Food Products Pvt. Ltd', 'Manufacturer Address': 'Everest Food Products Pvt. Ltd, Krushal Towers, Commercial Soceity, 5Th Road, Brindavan Colony, Tilak Nagar, Chembur, Mumbai, Maharashtra 400089', 'Country Of Origin': 'India', 'Shelf Life': '12 months'}",Zepto Everest Coriander Powder 100g 32.0 rupees
562,Satyam Thin Poha Patla,500 g,₹60,,,Cooking Essentials,"['https://cdn.zeptonow.com/production/ik-seo/tr:w-1000,ar-1000-1000,pr-true,f-auto,q-80/cms/product_variant/5d7fa8c6-1501-43dc-96a6-6d1530dc82c2/Satyam-Thin-Poha-Patla.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-646,ar-646-895,pr-true,f-auto,q-80/inventory/product/deea3868-887d-4699-9fcb-b42b79e7d665-1R2EL9bZ4A1WUfvxLHy2nl5ar95eYcpjZ/Satyam-Thin-Poha-Patla.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-846,ar-846-834,pr-true,f-auto,q-80/inventory/product/deea3868-887d-4699-9fcb-b42b79e7d665-1xwr_VrJM2pFosm-jxfArWRIXivD3_Pra/Satyam-Thin-Poha-Patla.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-832,ar-832-838,pr-true,f-auto,q-80/inventory/product/deea3868-887d-4699-9fcb-b42b79e7d665-1ueVZcCBrWrJWn11M55i2BqDV6ZYTaiG1/Satyam-Thin-Poha-Patla.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1210,ar-1210-700,pr-true,f-auto,q-80/inventory/IMAGE/c55e1c9f-8d21-4153-bf29-46892d57c616-Screenshot_2022-08-26_at_15.35.02/Satyam-Thin-Poha-Patla.png']","{'Brand': 'Satyam', 'Dietary Preference': 'Veg', 'Key Features': 'High-quality thin rice flakes, Perfect for quick breakfast meals, Rich in fiber and iron content'}","{'Disclaimer': 'All images are for representational purposes only. It is advised that you read the batch and manufacturing details, directions for use, allergen information, health and nutritional claims (wherever applicable), and other details mentioned on the label before consuming the product. For combo items, individual prices can be viewed on the page.', 'Customer Care Details': 'In case of any issue, contact us E-mail address: support@zeptonow.com', 'Seller Name': 'Commodum Groceries Private Limited', 'Seller Address': 'COMMODUM GROCERIES PRIVATE LIMITED, Regd. Office: 44, Saket Building, Mullick Bazaar, Park Street, Kolkata, West Bengal, India, 700016. For Support ReachOut : support+commodum@zeptonow.com', 'Seller License No.': '12822999000310', 'Manufacturer Name': 'Satyam Foods', 'Country Of Origin': 'India', 'Shelf Life': '6 months'}",Zepto Satyam Thin Poha Patla 500g 38.0 rupees
563,Popular Essentials Sona Masouri Gold Rice | Raw 1 kg Combo,1 kg X 2,₹194,7% Off,₹210,Cooking Essentials,"['https://cdn.zeptonow.com/production/ik-seo/tr:w-1280,ar-1500-1500,pr-true,f-auto,q-80/inventory/product/f7e895eb-9caf-434f-8dbf-1090a7832249-1gR7goJSw3VpRSFkmBpHptdFvxr0kblkd/Popular-Essentials-Sona-Masouri-Gold-Rice-Raw-1-kg-Combo.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1210,ar-1210-700,pr-true,f-auto,q-80/inventory/IMAGE/c55e1c9f-8d21-4153-bf29-46892d57c616-Screenshot_2022-08-26_at_15.35.02/Popular-Essentials-Sona-Masouri-Gold-Rice-Raw-1-kg-Combo.png']",{'Brand': 'Popular Essentials'},"{'Disclaimer': 'All images are for representational purposes only. It is advised that you read the batch and manufacturing details, directions for use, allergen information, health and nutritional claims (wherever applicable), and other details mentioned on the label before consuming the product. For combo items, individual prices can be viewed on the page.', 'Customer Care Details': 'In case of any issue, contact us E-mail address: support@zeptonow.com', 'Seller Name': 'Geddit Convenience Private Limited', 'Seller Address': 'Geddit Convenience Private Limited, Unit 803, Lodha Supremus, Saki Vihar Road, Opp MTNL, Office, Powai, Mumbai, Maharashtra, India,400072 For Support ReachOut : support+geddit@zeptonow.com', 'Seller License No.': '11521998000248'}",Zepto Popular Essentials Sona Masouri Raw Rice 1000g 75.0 rupees
564,Tata Sampann Unpolished Chana Dal 500 g Combo,500 g X 2,₹128,20% Off,₹162,Cooking Essentials,"['https://cdn.zeptonow.com/production/ik-seo/tr:w-1280,ar-1500-1500,pr-true,f-auto,q-80/inventory/product/b6c698c5-4136-48b4-b23b-a717554c838f-3126/Tata-Sampann-Unpolished-Chana-Dal-500-g-Combo.jpg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1210,ar-1210-700,pr-true,f-auto,q-80/inventory/IMAGE/c55e1c9f-8d21-4153-bf29-46892d57c616-Screenshot_2022-08-26_at_15.35.02/Tata-Sampann-Unpolished-Chana-Dal-500-g-Combo.png']","{'Brand': 'Tata Sampann', 'Weight': '500 g x 2'}","{'Disclaimer': 'All images are for representational purposes only. It is advised that you read the batch and manufacturing details, directions for use, allergen information, health and nutritional claims (wherever applicable), and other details mentioned on the label before consuming the product. For combo items, individual prices can be viewed on the page.', 'Customer Care Details': 'In case of any issue, contact us E-mail address: support@zeptonow.com', 'Seller Name': 'Geddit Convenience Private Limited', 'Seller Address': 'Geddit Convenience Private Limited, Unit 803, Lodha Supremus, Saki Vihar Road, Opp MTNL, Office, Powai, Mumbai, Maharashtra, India,400072 For Support ReachOut : support+geddit@zeptonow.com', 'Seller License No.': '11521998000248'}",Zepto Tata Sampann High Protien Chana Dal - Split 500g 64.0 rupees
